Student_ID,Major1,Major2,Major3,Subject_groups,Priority_Area,Priority_Subject,Interests,TOA,VAN,ANH,LY,HOA,SU,DIA,SINH,GDCD,TIN,CN
ST0039,Tài chính - Ngân hàng,Luật kinh tế,Luật,"C05,A-TIN",KV2,05,"Luật pháp,Tài chính,Hóa học",8.0,3.6,5.9,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0
ST0040,Sư phạm Ngữ văn,Nhân học,Xã hội học,"C14,D11",KV2,06,Thiên nhiên,8.1,4.5,0.0,0.0,0.0,5.4,3.1,0.0,0.0,0.0,0.0
ST0041,Marketing,Digital Marketing,Quan hệ công chúng,D84,KV2,05,"Truyền thông,Ẩm thực",7.2,5.4,4.3,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0
ST0042,Thiết kế đồ họa,Thiết kế thời trang,Nghệ thuật,A02,KV2,05,"Nghệ thuật,Cơ khí",5.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,4.4
ST0043,Sư phạm Ngữ văn,Tâm lý học,Nhân học,K01,KV2,05,"Giúp đỡ người khác,Dạy học,Dịch vụ khách hàng",9.0,6.3,0.0,0.0,0.0,4.6,0.0,3.0,0.0,0.0,0.0
ST0044,Quản lý bệnh viện,Công nghệ thông tin,Logistics và Quản lý chuỗi cung ứng,B03,KV2,05,"Quản lý,Máy tính,Y học",8.4,8.4,0.0,4.9,0.0,1.4,0.0,0.0,0.0,0.0,0.0
ST0045,Luật kinh tế,Luật,Luật quốc tế,"A08,A05",KV2,05,"Văn học,Luật pháp,Cơ khí",5.4,4.6,6.4,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
ST0046,Khoa học dữ liệu và Trí tuệ nhân tạo,Khoa học dữ liệu,Tâm lý học,"D84,B04",KV2,05,"Tự động hóa,Dịch vụ khách hàng",7.5,6.4,0.0,0.0,0.0,0.0,0.0,6.4,0.0,5.4,0.0
ST0047,Marketing,Logistics và Quản lý chuỗi cung ứng,Quản trị kinh doanh quốc tế,"A07,A05",KV1,02,"Giao tiếp,Lập trình,Kinh doanh",4.6,6.8,0.0,0.0,0.0,0.0,3.0,0.0,3.3,0.0,0.0
ST0048,Tự động hóa,Công nghệ thông tin,Kỹ thuật điện - điện tử,C03,KV1,05,"Văn hóa,Điện tử,Công nghệ",8.1,6.8,0.0,0.0,5.4,0.0,0.0,0.0,5.4,0.0,0.0
ST0049,Thiết kế đồ họa,Sư phạm Ngữ văn,Thiết kế thời trang,"A01,C08",KV2,02,Môi trường,8.1,6.5,0.0,0.0,0.0,0.0,6.7,0.0,0.0,5.9,0.0
ST0050,Tài chính - Ngân hàng,Kế toán,Kiểm toán,A03,KV2,05,Tài chính,6.7,7.2,5.4,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0
ST0051,Quản trị kinh doanh quốc tế,Kinh doanh quốc tế,Quản trị khách sạn,A05,KV2,05,Ngoại ngữ,7.0,5.7,2.7,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST0052,Marketing,Logistics và Quản lý chuỗi cung ứng,Quản trị kinh doanh quốc tế,D84,KV2,05,Kinh doanh,6.5,9.1,3.3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
ST0053,Thiết kế đồ họa,Sư phạm Ngữ văn,Thiết kế thời trang,D15,KV2,05,"Quảng cáo,Sáng tạo",8.4,7.8,0.0,0.0,0.0,0.0,5.4,0.0,0.0,4.1,0.0
ST0054,Nhân học,Xã hội học,Marketing,"G-TIN,D84",KV2,05,Giao tiếp,7.8,5.8,0.0,0.0,0.0,4.0,3.1,0.0,0.0,0.0,0.0
ST0055,Trí tuệ nhân tạo,Khoa học máy tính,An toàn thông tin,A00,KV2,05,"Nông nghiệp,Điện tử",5.3,3.8,0.0,4.6,0.0,0.0,0.0,0.0,0.0,7.0,0.0
ST0056,Thiết kế đồ họa,Thiết kế thời trang,Nghệ thuật,A-TIN,KV2,05,Xây dựng,7.6,6.1,0.0,0.0,0.0,0.0,0.0,1.2,0.0,7.7,0.0
ST0057,Quản trị nhân lực,Tâm lý học,Giáo dục Tiểu học,C03,KV2,05,Giúp đỡ người khác,7.0,6.0,5.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ST0058,Công nghệ thông tin,Digital Marketing,Logistics và Quản lý chuỗi cung ứng,C19,KV2,05,"Nông nghiệp,Phân tích dữ liệu",3.8,6.6,5.1,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0
ST0059,Marketing,Logistics và Quản lý chuỗi cung ứng,Quản trị kinh doanh quốc tế,"C08,D15",KV2,05,"Kinh doanh,Chính trị",6.4,3.8,0.0,2.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ST0060,Quản lý giáo dục,Quản trị kinh doanh,Quản lý bệnh viện,"A02,G-TIN",KV2,05,Lãnh đạo,9.5,8.0,0.0,0.0,0.0,0.0,4.4,0.0,3.6,0.0,0.0
ST0061,Thiết kế đồ họa,Tâm lý học,Thiết kế thời trang,A02,KV2,02,"Nghệ thuật,Khoa học",8.5,8.2,4.4,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
ST0062,Kỹ thuật xây dựng,Kiến trúc,Thiết kế nội thất,A11,KV2,05,Nông nghiệp,5.0,3.9,0.0,6.9,0.0,0.0,7.0,0.0,0.0,0.0,0.0
ST0063,Tâm lý học,Công nghệ thông tin,Digital Marketing,C17,KV2,05,Phân tích dữ liệu,7.7,6.8,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,3.5
ST0064,Trí tuệ nhân tạo,Khoa học máy tính,An toàn thông tin,"A02,B03",KV1,03,"Thống kê,Y học",3.7,4.7,0.0,6.2,0.0,0.0,0.0,0.0,0.0,6.2,0.0
ST0065,Thiết kế đồ họa,Thiết kế thời trang,Nghệ thuật,B02,KV2,05,Nghệ thuật,8.6,4.6,8.5,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0
ST0066,Sư phạm Ngữ văn,Nhân học,Xã hội học,A05,KV2,05,"Bảo mật thông tin,Lập trình",7.9,7.1,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,5.5
ST0067,Thiết kế đồ họa,Thiết kế thời trang,Nghệ thuật,C01,KV2,05,"Thiết kế,Nghệ thuật,Y học",8.2,6.6,0.0,3.2,0.0,4.9,0.0,0.0,0.0,0.0,0.0
ST0068,Khoa học dữ liệu và Trí tuệ nhân tạo,Trí tuệ nhân tạo,Khoa học dữ liệu,"D15,A07",KV2,05,"Toán học,Y học,Khoa học",8.7,4.8,4.7,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0
ST0069,Marketing,Nhân học,Xã hội học,D13,KV2,05,"Quảng cáo,Truyền thông,Giao tiếp",6.8,6.9,0.0,0.0,3.5,7.2,0.0,0.0,0.0,0.0,0.0
ST0070,Sư phạm Ngữ văn,Nhân học,Xã hội học,"A08,C01",KV2,05,Kỹ thuật,5.7,6.8,0.0,0.0,4.7,5.6,0.0,0.0,0.0,0.0,0.0
ST0071,Quản trị kinh doanh quốc tế,Kinh doanh quốc tế,Tài chính - Ngân hàng,C19,KV3,06,"Ngoại ngữ,Tài chính",8.9,7.2,0.0,0.0,4.7,0.0,0.0,0.0,4.0,0.0,0.0
ST0072,Tâm lý học,Quản lý tài nguyên và môi trường,Y khoa,"C-TIN,C02",KV2,05,"Quản lý,Văn học,Khoa học",7.9,2.7,0.0,0.0,0.0,0.0,0.0,8.5,6.0,0.0,0.0
ST0073,Thiết kế thời trang,Nghệ thuật,Thiết kế đồ họa,C13,KV2,05,"Thể thao,Giúp đỡ người khác,Truyền thông",9.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.2
ST0074,Công nghệ thông tin,Thiết kế đồ họa,Thống kê,"C20,D11",KV2,05,Máy tính,6.0,6.4,6.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0
ST0075,Luật,Quản lý giáo dục,Tài chính - Ngân hàng,"A09,C17",KV1,06,Toán học,5.1,7.4,0.0,0.0,0.0,5.2,0.0,0.0,6.9,0.0,0.0
ST0076,Thiết kế đồ họa,Thiết kế thời trang,Nghệ thuật,B00,KV2,04,Nghệ thuật,8.0,4.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,5.5,0.0
ST0077,Xã hội học,Nhân học,Tâm lý học,"D15,C-TIN",KV2,05,"Thống kê,Nghiên cứu,Giúp đỡ người khác",8.0,7.1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.4
ST0078,Nhân học,Quản trị dịch vụ du lịch và lữ hành,An toàn thông tin,"B03,C19",KV2,05,"Văn hóa,Bảo mật thông tin",5.3,3.7,0.0,3.7,0.0,0.0,5.3,0.0,0.0,0.0,0.0
ST0079,Thiết kế đồ họa,Công nghệ thông tin,Logistics và Quản lý chuỗi cung ứng,A07,KV2,05,"Máy tính,Kinh doanh,Công nghệ",7.9,6.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.7,0.0
ST0080,Thiết kế đồ họa,Thiết kế thời trang,Khoa học dữ liệu và Trí tuệ nhân tạo,"A03,A09",KV2,05,Cơ khí,8.0,4.4,2.3,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0
ST0081,Sư phạm Hóa học,Công nghệ sinh học,Quản lý tài nguyên và môi trường,"D12,A11",KV3,07,"Môi trường,Lập trình,Khoa học",8.9,6.9,0.0,0.0,6.2,7.0,0.0,0.0,0.0,0.0,0.0
ST0082,Sư phạm Ngữ văn,Nhân học,Xã hội học,"A-TIN,C12",KV3,04,Môi trường,5.2,8.7,0.0,0.0,4.6,6.8,0.0,0.0,0.0,0.0,0.0
ST0083,Thiết kế đồ họa,Thiết kế thời trang,Nghệ thuật,"D09,D-TIN",KV2,05,"Nghệ thuật,Thiết kế,Lãnh đạo",7.9,7.6,5.4,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0
ST0084,Quản trị kinh doanh quốc tế,Kinh doanh quốc tế,Quản trị nhân lực,C12,KV2,05,Kinh doanh,8.0,3.4,0.0,0.0,0.0,6.5,0.0,0.0,4.6,0.0,0.0
ST0085,Logistics và Quản lý chuỗi cung ứng,Quản trị kinh doanh quốc tế,Quản trị kinh doanh,A09,KV2,05,Quản lý,6.1,7.7,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0
ST0086,Tâm lý học,Y khoa,Ngôn ngữ Anh,D84,KV2,05,"Khoa học,Xây dựng,Đọc sách",6.4,6.8,0.0,0.0,0.0,0.0,0.0,6.2,4.8,0.0,0.0
ST0087,Sư phạm Ngữ văn,Thiết kế đồ họa,Giáo dục Tiểu học,"D-TIN,D11",KV2,05,"Bảo mật thông tin,Sáng tạo,Công nghệ",4.3,6.2,0.0,0.0,0.0,0.0,8.2,0.0,0.0,2.1,0.0
ST0088,Digital Marketing,Nghệ thuật,Công nghệ thông tin,A02,KV2,05,"Phân tích dữ liệu,Nông nghiệp,Truyền thông",9.1,7.7,0.0,0.0,6.3,0.0,0.0,0.0,0.0,3.5,0.0
ST0089,Thiết kế đồ họa,Thiết kế thời trang,Nghệ thuật,A08,KV1,05,"Sáng tạo,Máy tính",9.0,6.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0
ST0090,Nghệ thuật,Thiết kế đồ họa,Thiết kế thời trang,"C02,C08",KV2,05,"Truyền thông,Dạy học,Nghệ thuật",7.3,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,5.0
ST0091,Thiết kế đồ họa,Thiết kế thời trang,Nghệ thuật,D09,KV2,05,"Kinh doanh,Nghệ thuật",9.4,3.2,0.0,0.0,5.2,0.0,0.0,0.0,0.0,4.1,0.0
ST0092,Luật,Quan hệ quốc tế,Xã hội học,"D08,D84",KV2,05,"Chính trị,Nghệ thuật",4.1,2.4,0.0,0.0,0.0,7.3,0.0,0.0,7.8,0.0,0.0
ST0093,Robot và Trí tuệ nhân tạo,Quản lý giáo dục,Kỹ thuật điện - điện tử,C01,KV2,05,"Ẩm thực,Kỹ thuật",8.9,6.8,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,5.7
ST0094,Công nghệ thông tin,Sư phạm Ngữ văn,Nhân học,C08,KV2,05,"Tự động hóa,Máy tính",3.9,7.9,0.0,0.0,0.0,0.0,7.5,0.0,4.7,0.0,0.0
ST0095,Quản trị kinh doanh quốc tế,Kinh doanh quốc tế,Thiết kế thời trang,"A02,A07",KV2,05,"Văn hóa,Kinh doanh,Nghệ thuật",6.6,5.1,4.7,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0
ST0096,Công nghệ thông tin,Marketing,Digital Marketing,C08,KV2,05,Môi trường,5.3,6.3,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
ST0097,Sư phạm Ngữ văn,Luật kinh tế,Luật,A06,KV2,05,"Luật pháp,Kỹ thuật",8.9,5.3,0.0,0.0,0.0,6.6,0.0,3.0,0.0,0.0,0.0
ST0098,Công nghệ thông tin,Ngôn ngữ Anh,Quản lý giáo dục,"A00,A02",KV2,05,"Du lịch,Lập trình",8.1,7.5,0.0,3.9,0.0,0.0,0.0,0.0,5.9,0.0,0.0
ST0099,Khoa học dữ liệu và Trí tuệ nhân tạo,Công nghệ sau thu hoạch,Công nghệ thực phẩm,B04,KV1,05,"Ẩm thực,Đọc sách,Công nghệ",8.0,3.1,0.0,0.0,0.0,0.0,3.5,7.2,0.0,0.0,0.0
ST0100,Sư phạm Ngữ văn,Tự động hóa,Kỹ thuật điện - điện tử,B-TIN,KV2,05,"Điện tử,Sáng tạo",7.7,3.6,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,6.1
ST0101,Logistics và Quản lý chuỗi cung ứng,Quản trị kinh doanh,Tài chính - Ngân hàng,C05,KV2,05,"Phân tích dữ liệu,Môi trường,Kinh doanh",5.5,6.9,0.0,0.0,4.6,0.0,0.0,1.4,0.0,0.0,0.0
ST0102,Quản lý tài nguyên và môi trường,Quản lý đất đai,Nuôi trồng thủy sản,"A09,D12",KV2,05,Thiên nhiên,6.7,5.2,0.0,0.0,0.0,0.0,2.5,8.1,0.0,0.0,0.0
ST0103,Luật kinh tế,Luật,Luật quốc tế,C20,KV2,05,Luật pháp,5.3,4.7,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.3,0.0
ST0104,Thiết kế đồ họa,Quản lý giáo dục,Răng - Hàm - Mặt,E-TIN,KV2,05,"Dịch vụ khách hàng,Văn học,Thiết kế",8.1,4.1,0.0,0.0,0.0,0.0,0.0,3.4,6.3,0.0,0.0
ST0105,Nhân học,Xã hội học,Quản lý giáo dục,"C00,B04",KV2,05,"Kinh doanh,Nghiên cứu,Kỹ thuật",8.6,6.8,0.0,0.0,0.0,6.7,0.0,0.0,5.1,0.0,0.0
ST0106,Công nghệ thông tin,Digital Marketing,Logistics và Quản lý chuỗi cung ứng,A02,KV2,05,"Công nghệ,Khoa học",7.7,6.3,0.0,3.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0
ST0107,Thiết kế đồ họa,Thiết kế thời trang,Nghệ thuật,D01,KV2,05,"Động vật,Sáng tạo",7.6,7.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0
ST0108,Tài chính - Ngân hàng,Quản lý bệnh viện,Thống kê,C19,KV2,05,"Thể thao,Toán học,Chăm sóc sức khỏe",8.0,4.4,7.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
ST0109,Quản trị khách sạn,Bảo hiểm,Quản trị dịch vụ du lịch và lữ hành,"F-TIN,E-TIN",KV2,05,Dịch vụ khách hàng,8.2,3.4,0.0,0.0,3.9,5.8,0.0,0.0,0.0,0.0,0.0
ST0110,Marketing,Digital Marketing,Quan hệ công chúng,C12,KV1,06,Truyền thông,7.9,6.8,0.0,0.0,0.0,0.0,3.8,0.0,4.2,0.0,0.0
ST0111,Quản lý giáo dục,Logistics và Quản lý chuỗi cung ứng,Quản trị kinh doanh quốc tế,C17,KV2,05,Quản lý,6.3,5.9,0.0,5.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0
ST0112,Công nghệ thực phẩm,Công nghệ sau thu hoạch,Công nghệ thông tin,D14,KV2,05,Ẩm thực,5.7,5.5,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,4.2
ST0113,Sư phạm Ngữ văn,Xã hội học,Ngôn ngữ Pháp,"A03,A08",KV2,05,"Du lịch,Văn học,Thống kê",4.6,7.1,0.0,3.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0
ST0114,Sư phạm Hóa học,Công nghệ thực phẩm,Kỹ thuật môi trường,"A-TIN,A03",KV2,05,"Dạy học,Quảng cáo,Nông nghiệp",5.4,4.6,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.2
ST0115,Quản lý bệnh viện,Công nghệ thông tin,Marketing,D09,KV2,05,"Xây dựng,Chăm sóc sức khỏe",6.9,6.4,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
ST0116,Digital Marketing,Khoa học dữ liệu và Trí tuệ nhân tạo,Trí tuệ nhân tạo,A08,KV2,05,"Công nghệ,Toán học,Truyền thông",6.4,7.9,1.7,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST0117,Sư phạm Ngữ văn,Công nghệ thông tin,Nhân học,"F-TIN,A02",KV2,05,"Tài chính,Trò chơi điện tử",8.5,5.5,0.0,0.0,2.9,7.6,0.0,0.0,0.0,0.0,0.0
ST0118,Quản lý đất đai,Dược học,Công nghệ sinh học,B00,KV2,05,"Hóa học,Thiên nhiên",6.6,4.9,0.0,7.2,0.0,0.0,4.7,0.0,0.0,0.0,0.0
ST0119,Luật quốc tế,Quản lý giáo dục,Quản trị kinh doanh quốc tế,"B02,B04",KV2,05,"Luật pháp,Ngoại ngữ",8.0,4.6,0.0,4.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0
ST0120,Robot và Trí tuệ nhân tạo,Kỹ thuật điện - điện tử,Công nghệ kỹ thuật ô tô,A01,KV2,05,"Kỹ thuật,Chăm sóc sức khỏe,Dịch vụ khách hàng",8.9,7.5,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,5.8
ST0121,Luật kinh tế,Quản lý giáo dục,Marketing,A06,KV2,05,"Kinh doanh,Nghiên cứu,Bảo mật thông tin",9.1,3.8,3.9,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0
ST0122,Thiết kế thời trang,Nghệ thuật,Sư phạm Tiếng Anh,"B03,A09",KV2,05,"Giáo dục,Văn hóa,Thống kê",6.7,5.3,0.0,0.0,0.0,0.0,2.4,0.0,0.0,4.9,0.0
ST0123,Tài chính - Ngân hàng,Kế toán,Kiểm toán,C14,KV1,06,Tài chính,6.4,6.9,0.0,0.0,0.0,4.3,0.0,0.0,0.0,3.9,0.0
ST0124,Thiết kế đồ họa,Thiết kế thời trang,Nghệ thuật,A05,KV2,05,"Kỹ thuật,Máy tính,Nghệ thuật",8.5,7.2,0.0,0.0,0.0,0.0,0.0,2.8,0.0,5.0,0.0
ST0125,Thiết kế đồ họa,Thiết kế thời trang,Nghệ thuật,D-TIN,KV2,05,Thiết kế,7.5,6.1,0.0,0.0,0.0,0.0,0.0,4.3,0.0,4.9,0.0
